,,,,Benchmark 1: MSCI ACWI NR USD,,,,,,,Index,,,,,-1.96,12.18,13.77,14.76,11.08,,,,,,,,,,,,,,No,,No,,,,223,Z223,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,Benchmark 2: FTSE EPRA NAREIT ex Aus Rent,,,,,,,BM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224,Z224,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,Z225,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
,,,,Domestic Fixed Interest - Core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,Z226,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Fixed Interest,Core,PPL8808AU,43427,Antares Diversified Fixed Income,Approved,5/7/2025,MDA/SOA,,4,Lonsec - Recommended,Open-End Fund,"Antares is a dedicated asset management business managing more than $35.6 billion on behalf of Australian investors, across Australian equities and fixed income.","The Fund predominantly invests in a combination of highly-rated longer-maturity bonds, including bonds issued by governments, to provide diversification of returns from growth assets that Antares believes will enhance the Fund's returns.","We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities.","Antares is a dedicated asset management business managing more than $35.6 billion on behalf of Australian investors, across Australian equities and fixed income. The Fund predominantly invests in a combination of highly-rated longer-maturity bonds, including bonds issued by governments, to provide diversification of returns from growth assets that Antares believes will enhance the Fund's returns. We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities. ",1.38,4.08,2.57,0.47,,Not on APL,5/7/2019,BT Panorama;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/43427,No,Yes,"20,000",0.35,,0.35,0.05,0.05,No,,No,,,,227,Z227,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Fixed Interest,Core,CHN0005AU,41406,CC JCB Active Bond,Approved,5/7/2025,SOA,Bronze,1,Lonsec - Recommended,Open-End Fund,Jamieson Coote Bonds (JCB) is a privately-owned specialist high grade bond manager. JCB manages domestic and global high-grade bond assets on behalf of institutional and retail investors. JCB is headquartered in Melbourne.,The trust uses fundamental and technical analysis to make individual bond security selections and to adjust duration exposures (against the Benchmark) with a view to generating the optimal risk-adjusted portfolio.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities.","Jamieson Coote Bonds (JCB) is a privately-owned specialist high grade bond manager. JCB manages domestic and global high-grade bond assets on behalf of institutional and retail investors. JCB is headquartered in Melbourne. The trust uses fundamental and technical analysis to make individual bond security selections and to adjust duration exposures (against the Benchmark) with a view to generating the optimal risk-adjusted portfolio. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities. ",1.14,1.98,0.79,-1.52,,Not on APL,2/5/2019,BT Investment Wrap;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Netwealth Investment Wrap;Netwealth Super Wrap;Macquarie Pension Consolidator II Elevat;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;BT Panorama;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap, Centric,",https://arc2.morningstar.com.au/Fund/Profile/41406,No,No,"100,000",0.55,,0.55,0.05,0.05,No,,No,,,,228,Z228,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Fixed Interest,Core,CHN3749AU,43174,CC JCB Active Bond B,Approved,5/7/2025,MDA/SOA,Bronze,2,Zenith - Recommended,Open-End Fund,Jamieson Coote Bonds (JCB) is a privately-owned specialist high grade bond manager. JCB manages domestic and global high-grade bond assets on behalf of institutional and retail investors. JCB is headquartered in Melbourne.,The Fund aims to achieve 1% (gross of fees) above the Bloomberg AusBond Treasury 0+Year Index over a rolling 3-year period. The Fund is a core Australian fixed interest fund investing in high-grade Australian government and related securities.,"We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities.","Jamieson Coote Bonds (JCB) is a privately-owned specialist high grade bond manager. JCB manages domestic and global high-grade bond assets on behalf of institutional and retail investors. JCB is headquartered in Melbourne. The Fund aims to achieve 1% (gross of fees) above the Bloomberg AusBond Treasury 0+Year Index over a rolling 3-year period. The Fund is a core Australian fixed interest fund investing in high-grade Australian government and related securities. We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities. ",1.18,2.18,1.00,-1.32,,Not on APL,2/5/2019,BT Panorama;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/43174,No,No,"100,000",0.36,,0.36,0.05,0.05,No,,No,,,,229,Z229,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Fixed Interest,Core,BEG2825AU,47092,Diversified Australian Fixed Income,Approved,5/7/2025,SOA/MDA,,,No Rating,Open-End Fund,"The underlying investment managers are UBS, Janus Henderson, Realm and Kapstream.","The Fund is an active multi-manager, multi-strategy fund that uses a core-satellite portfolio construction philosophy to provide a diversified exposure to domestic fixed income.",The Fund aims to outperform the Bloomberg Ausbond Composite 0+ Yr Index over rolling 5 year periods (net of fees).,"The underlying investment managers are UBS, Janus Henderson, Realm and Kapstream. The Fund is an active multi-manager, multi-strategy fund that uses a core-satellite portfolio construction philosophy to provide a diversified exposure to domestic fixed income. The Fund aims to outperform the Bloomberg Ausbond Composite 0+ Yr Index over rolling 5 year periods (net of fees). ",,,,,,Not on APL,5/7/2025,,,,No,No,"5,000",0.52,,0.52,0.03,0.09,No,,No,,,,230,Z230,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Fixed Interest,Core,BGL0105AU,9093,iShares Australian Bond Index,Approved,5/7/2025,MDA/SOA,Silver,3,Lonsec - Recommended,Open-End Fund,"The ETF is managed by BlackRock, one of the world’s leading providers of investment, advisory and risk management solutions. BlackRock is a truly global firm that combines the benefits of worldwide reach with local service and relationships.","The Fund aims to provide investors with the performance of the market, before fees, as measured by the Bloomberg AusBond Composite 0+ Yr Index (index).","We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities.","The ETF is managed by BlackRock, one of the world’s leading providers of investment, advisory and risk management solutions. BlackRock is a truly global firm that combines the benefits of worldwide reach with local service and relationships. The Fund aims to provide investors with the performance of the market, before fees, as measured by the Bloomberg AusBond Composite 0+ Yr Index (index). We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities. ",1.24,3.06,1.52,-0.61,1.69,Not on APL,7/23/2018,BT Investment Wrap;North Wrap;MLC Wrap Super Series 2 - Full Inv;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;Netwealth Investment Wrap;Netwealth Super Wrap;IOOF Pursuit Investment Select;MLC Wrap IDPS;MLC Navigator Super;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;Perpetual Private Wrap;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Employee Super Account;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Asgard Infinity eWrap Investment Core;Asgard Infinity eWrap Investment Select;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super and Pension Manager II;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/9093,No,No,"500,000",0.22,,0.22,0.05,0.05,No,,No,,,,231,Z231,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Fixed Interest,Core,,IAF,iShares Core Composite Bond ETF,Approved,5/7/2025,SOA,Gold,3,Lonsec - Highly Recommended,Exchange-Traded Fund,"The ETF is managed by BlackRock, one of the world’s leading providers of investment, advisory and risk management solutions. BlackRock is a truly global firm that combines the benefits of worldwide reach with local service and relationships.",The ETF aims to provide investors with passive exposure to investment grade fixed income bonds issued in the Australian debt market and includes investment grade fixed income securities issued by the Australian Commonwealth Government issues.,"We view this ETF as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities.","The ETF is managed by BlackRock, one of the world’s leading providers of investment, advisory and risk management solutions. BlackRock is a truly global firm that combines the benefits of worldwide reach with local service and relationships. The ETF aims to provide investors with passive exposure to investment grade fixed income bonds issued in the Australian debt market and includes investment grade fixed income securities issued by the Australian Commonwealth Government issues. We view this ETF as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities. ",1.27,3.15,1.56,-0.62,1.70,Not on APL,7/23/2018,Macquarie Pension Consolidator II Elevat;HUB24 Invest Choice;HUB24 Super Choice;MyNorth Investment Choice;Macquarie Super Manager II;Macquarie Super Consolidator II Elevate;HUB24 Invest Core;HUB24 Super Core;HUB24 Pension Choice;HUB24 Pension Core;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Centric,",https://arc2.morningstar.com.au/ETF/Overview/IAF,No,No,0,0.10,,0.10,0.06,0.04,No,,No,,,,232,Z232,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Fixed Interest,Core,IOF0046AU,5666,Janus Henderson Australian Fxd Intst,Approved,5/7/2025,MDA/SOA,Silver,4,Lonsec - Recommended,Open-End Fund,"Janus Henderson Australia, the responsible entity of the fund, is a subsidiary of the global asset management group Janus Henderson Group plc (""Janus Henderson"").","The fund will invest in a portfolio of cash and fixed interest securities including commonwealth and semi-government bonds, corporate debt and asset backed securities.","We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities.","Janus Henderson Australia, the responsible entity of the fund, is a subsidiary of the global asset management group Janus Henderson Group plc (""Janus Henderson""). The fund will invest in a portfolio of cash and fixed interest securities including commonwealth and semi-government bonds, corporate debt and asset backed securities. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities. ",1.51,3.59,2.07,0.18,2.04,Hold,2/5/2019,BT Investment Wrap;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;IOOF Pursuit Investment Select;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Emerald InvestmentWrap;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;Perpetual Private Wrap;Perpetual Private Super Wrap;BT Panorama;HUB24 Invest Choice;mFund Settlement Service;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Asgard, BT Wrap, CFS (Encircle), Centric,",https://arc2.morningstar.com.au/Fund/Profile/5666,No,Yes,"25,000",0.45,,0.45,0.00,0.08,No,,No,,,,233,Z233,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Fixed Interest,Core,MAQ0061AU,3980,Macquarie Australian Fixed Interest,Approved,5/7/2025,SOA,Bronze,4,Lonsec - Highly Recommended,Open-End Fund,"Macquarie Investment Management is a global asset manager across equities, fixed interest and liquid alternatives, which are managed both by specialist in-house Macquarie investment teams and Macquarie Professional Series managers.",The fund provides exposure to a diversified portfolio of predominantly Australian fixed interest securities issued by government or corporate entities and asset-backed securities.,"We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities.","Macquarie Investment Management is a global asset manager across equities, fixed interest and liquid alternatives, which are managed both by specialist in-house Macquarie investment teams and Macquarie Professional Series managers. The fund provides exposure to a diversified portfolio of predominantly Australian fixed interest securities issued by government or corporate entities and asset-backed securities. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities. ",1.33,3.33,2.05,-0.12,1.99,Hold,2/5/2019,BT Investment Wrap;MLC Wrap Super Series 2 - Full Inv;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Investment Accumulator;IOOF Pursuit Investment Select;MLC Wrap IDPS;MLC Navigator Super;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Emerald SuperWrap;Emerald PensionWrap;Emerald InvestmentWrap;Perpetual Private Wrap;Perpetual Private Super Wrap;BT Panorama;Macquarie Super Accumulator;HUB24 Invest Choice;mFund Settlement Service;MyNorth Investment Choice;Asgard Elements Investments;Asgard Employee Super Account;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super and Pension Manager II;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap, Centric,",https://arc2.morningstar.com.au/Fund/Profile/3980,No,No,"20,000",0.40,,0.40,0.04,0.10,No,,No,,,,234,Z234,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Fixed Interest,Core,RFA0813AU,2950,Pendal Fixed Interest,Approved,5/7/2025,SOA,Neutral,3,Lonsec - Investment Grade,Open-End Fund,"Pendal Group Limited (Pendal) was listed on the Australian Stock Exchange in 2007. In 2018, Pendal changed its name from BT Investment Management Limited to Pendal Group Limited (ASX: PDL).","The fund aims to take advantage of investment opportunities primarily within the Australian fixed interest market by investing in a combination of Commonwealth-government, semi-government and corporate debt and short-term money market securities.","We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities.","Pendal Group Limited (Pendal) was listed on the Australian Stock Exchange in 2007. In 2018, Pendal changed its name from BT Investment Management Limited to Pendal Group Limited (ASX: PDL). The fund aims to take advantage of investment opportunities primarily within the Australian fixed interest market by investing in a combination of Commonwealth-government, semi-government and corporate debt and short-term money market securities. We view this fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities. ",1.38,3.33,1.75,-0.59,1.41,Hold,2/5/2019,BT Investment Wrap;North Wrap;MLC Wrap Super Series 2 - Full Inv;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;MLC Wrap IDPS;MLC Navigator Super;Macquarie Pension Consolidator II Elevat;Oasis IDPS;OneVue Unified Managed Account;Emerald SuperWrap;Emerald PensionWrap;Emerald InvestmentWrap;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;Perpetual Private Wrap;Perpetual Private Super Wrap;BT Panorama;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;Power Wrap Super Account;Power Wrap Pension Account;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;,"Asgard, BT Wrap, Centric,",https://arc2.morningstar.com.au/Fund/Profile/2950,No,No,"25,000",0.45,,0.45,0.06,0.06,No,,No,,,,235,Z235,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Fixed Interest,Core,BTA0507AU,42184,Pendal Sustainable Aust Fixed Interest,Approved,5/7/2025,SOA,Bronze,4,Lonsec - Highly Recommended,Open-End Fund,"Pendal Group Limited (Pendal), the investment manager for the fund, is an Australian based investment management firm. Pendal manages a range of Australian and international investment strategies across equities and fixed income.",The Fund offers a diversified portfolio of fixed interest securities and seeks exposure to issuers that demonstrate leading ESG and ethical practices while excluding issuers with activities that negatively impact the environment or society.,"We view this fund as a quality addition to Findex APL, providing investment grade exposure to Domestic Fixed Interest and choice to advisers within the ESG space.","Pendal Group Limited (Pendal), the investment manager for the fund, is an Australian based investment management firm. Pendal manages a range of Australian and international investment strategies across equities and fixed income. The Fund offers a diversified portfolio of fixed interest securities and seeks exposure to issuers that demonstrate leading ESG and ethical practices while excluding issuers with activities that negatively impact the environment or society. We view this fund as a quality addition to Findex APL, providing investment grade exposure to Domestic Fixed Interest and choice to advisers within the ESG space. ",1.40,3.39,1.86,-0.06,,Not on APL,2/9/2022,BT Investment Wrap;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Macquarie Pension Consolidator II Elevat;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;BT Panorama;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Super and Pension Manager II;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Asgard, BT Wrap,",,Yes,Yes,"25,000",0.40,,0.40,0.07,0.07,No,,No,,,,236,Z236,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Fixed Interest,Core,ETL0115AU,11064,PIMCO Australian Bond Fund,Approved,5/7/2025,SOA,Gold,4,Lonsec - Recommended,Open-End Fund,"PIMCO Australia Pty Ltd is the Sydney-based Australian subsidiary of the PIMCO Group (PIMCO). PIMCO is a specialist fixed interest investment manager headquartered in Newport Beach, California.","The fund invests in government, semi-government, corporate and mortgage securities denominated in AUD and NZD. The Fund's portfolio positioning and security selection are guided by PIMCO's time-tested investment process..","We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities.","PIMCO Australia Pty Ltd is the Sydney-based Australian subsidiary of the PIMCO Group (PIMCO). PIMCO is a specialist fixed interest investment manager headquartered in Newport Beach, California. The fund invests in government, semi-government, corporate and mortgage securities denominated in AUD and NZD. The Fund's portfolio positioning and security selection are guided by PIMCO's time-tested investment process.. We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities. ",1.59,4.10,2.19,0.17,1.89,Not on APL,11/6/2019,BT Panorama Inv - Full Menu;Power Wrap Investment Account;Expand Extra Pension;Expand Extra Super;Expand Extra Investment;,,https://arc2.morningstar.com.au/Fund/Profile/11064,No,No,"50,000,000",0.48,,0.48,0.00,0.10,No,,No,,,,237,Z237,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
Domestic Fixed Interest,Core,ETL0015AU,10881,PIMCO Australian Bond W,Approved,5/7/2025,SOA,Gold,4,Lonsec - Recommended,Open-End Fund,"PIMCO Australia Pty Ltd is the Sydney-based Australian subsidiary of the PIMCO Group (PIMCO). PIMCO is a specialist fixed interest investment manager headquartered in Newport Beach, California.","The fund primarily invests in government, semi-government, corporate, mortgage and other fixed interest securities denominated in Australian and New Zealand dollars, provided at all times that such exposure is hedge back to the Australian dollar.","We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities.","PIMCO Australia Pty Ltd is the Sydney-based Australian subsidiary of the PIMCO Group (PIMCO). PIMCO is a specialist fixed interest investment manager headquartered in Newport Beach, California. The fund primarily invests in government, semi-government, corporate, mortgage and other fixed interest securities denominated in Australian and New Zealand dollars, provided at all times that such exposure is hedge back to the Australian dollar. We view this Fund as a quality addition to your portfolio, providing investment grade exposure to Domestic Fixed Interest securities. ",1.57,4.04,2.17,0.14,1.86,Not on APL,8/5/2020,BT Investment Wrap;North Wrap;MLC Wrap Super Series 2 - Full Inv;CFS FirstWrap Investments;Asgard Infinity eWrap Investment Full;Macquarie Investment Manager;Netwealth Investment Wrap;Netwealth Super Wrap;IOOF Pursuit Investment Select;MLC Wrap IDPS;MLC Navigator Super;Macquarie Pension Consolidator II Elevat;Oasis IDPS;Netwealth Super Accelerator Plus;Netwealth Wealth Accelerator Plus;Perpetual Private Wrap;BT Panorama;HUB24 Invest Choice;MyNorth Investment Choice;Asgard Employee Super Account;Macquarie Super Manager II;Macquarie Investment Manager II;Macquarie Super Consolidator II Elevate;Shadforth Portfolio Service - Investment;Asgard Infinity eWrap Super Full;BT Panorama Inv - Full Menu;BT Panorama Super - Full Menu;HUB24 Invest Core;HUB24 Super Core;Power Wrap Investment Account;Power Wrap Super Account;Power Wrap Pension Account;Mason Stevens;ClearView WealthSolutions Retirement Inc;Asgard eWrap;Asgard eWrap Investment;Expand Extra Pension;Expand Extra Super;HUB24 Pension Choice;HUB24 Pension Core;ClearView WealthSolutions2 Super;Asgard Infinity eWrap Investment Select;Shadforth Portfolio Service Super;Shadforth Portfolio Service Pension;Macquarie Inv Consolidator II - Elevate;Macquarie Investment Consolidator;Expand Extra Investment;Macquarie Super Manager;Macquarie Super Consolidator;Macquarie Pension Manager II;Macquarie Pension Manager;Macquarie Pension Consolidator;CFS Edge Super;CFS Edge Pension;CFS Edge Investments;PlatformPlus Super Select Menu;PlatformPlus IDPS Select Menu;,"Asgard, BT Wrap, Centric,",https://arc2.morningstar.com.au/Fund/Profile/10881,No,No,"20,000",0.53,,0.53,0.00,0.10,No,,No,,,,238,Z238,,,,,,,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1,1,
